x,y, COLOR
0.24365006412839207,0.04034634081928168, 0
5.218875212205862,2.0391917456221584, 255
-5.718532564011154,7.417032105618546, 255
-0.8601798343545486,3.3977746227325962, 255
7.834027622604321,-9.180081236466862, 255
-3.0744877090250133,-8.014385437503348, 255
-1.5800224012423527,-3.336639243371393, 255
8.64406039532565,5.5132575962312895, 255
9.495726302120012,4.419400568618242, 255
-9.354771841217065,-1.938395011335368, 255
-0.5164727724359963,-7.043981027792173, 255
0.7137069629655972,8.57758933582809, 255
2.9772140999558907,-1.0323912129308752, 255
-4.013642780851201,1.2421184922544164, 255
2.931519965937966,-1.5592663342587247, 255
-1.2310304658600106,-6.109826817619495, 255
8.473919920952394,5.632389528061596, 255
-7.455329106405431,-5.256992573036801, 255
0.8446041816354377,-8.577022108127974, 255
4.40633984911454,1.0550476118836123, 255
-0.11624368624760528,-8.372962311042178, 255
9.897086460583317,-8.715176544120505, 255
-0.41197731276185046,-3.5514128241726306, 255
5.414631018221625,-8.042289746740455, 255
-1.4608450780086528,9.209587067051327, 255
-5.8634461954725525,-5.192245929394388, 255
9.805573442998284,-1.0755070046250665, 255
-8.317578444700324,-6.726677117887414, 255
4.088208932014588,-6.978706477793805, 255
7.3981434474709395,-9.91132068864034, 255
-8.118074288790476,7.421367303333277, 255
4.871994555603248,3.112774485078713, 255
-3.8459267561807797,-5.5968153352343215, 255
7.19820577918745,5.955009018222624, 255
-7.096602160724732,-0.9296408500196822, 255
6.9739401575975215,5.6231967478595895, 255
-3.2589400793762646,4.990973637899053, 255
-6.34895002541525,-0.33274512795291855, 255
-1.7876338992228717,-4.228330429343881, 255
1.60656230829035,2.0728773596680448, 255
-2.5822982748711576,0.23111981519800828, 255
-8.983776822246224,-4.593123566279922, 255
-5.9095218379186925,8.183043499192372, 255
-4.742226230324893,-1.4339517521934493, 255
-5.85729747457195,2.4111838611826286, 255
0.196727509123523,3.771444160533438, 255
-6.80567634961704,8.173336973226267, 255
3.5066978772662765,-1.3417448023465504, 255
-8.655304987601134,-0.7123100143686738, 255
-3.2697172023481684,-0.854233387694137, 255
-5.763510839664992,-5.512595726276636, 255
-0.46340061273987665,3.9327207857308757, 255
4.931222823514265,-5.094871963046859, 255
8.220062499175707,-5.076295387036273, 255
-5.2508754279219305,3.863963447660595, 255
-4.526120272282359,-6.740022840744324, 255
-6.0414791733900035,9.108639431590472, 255
6.011081576530053,4.491414584573386, 255
6.775938016968965,4.149270169583129, 255
6.491616187179076,0.7332416467288816, 255
-1.9124991146023653,-4.9842959080715366, 255
-4.120118127456244,-4.941586012058135, 255
6.197970363955292,-5.8200707038158805, 255
5.968663556463458,-3.13785866886255, 255
5.941368893262659,8.8695218523917, 255
3.3818629910419578,-0.8458593486675561, 255
-8.239223393684084,-8.700594914065348, 255
0.08628586020499185,3.278938734225507, 255
-6.865456210010157,1.4579718299200994, 255
-4.582850716147451,5.6442304087638835, 255
-6.9271148911898255,-0.8502235231762647, 255
5.5067185993598855,5.988205097743155, 255
-6.547654926500095,6.456931411494185, 255
1.7412407325016606,-9.938230732066128, 255
0.511055002871359,-0.599071361382526, 0
-8.108891869275967,6.075126613514563, 255
-0.35443127881667813,-3.4570849047379877, 255
4.43100832130456,-1.2566746576250871, 255
7.7805267041997475,2.8673457058606537, 255
-9.767335885487329,0.779207241731017, 255
-1.3353257776437744,-6.828306259194821, 255
-4.1137333428383,9.020532536108188, 255
7.060736014201602,-3.791889368120154, 255
2.2960346281311104,2.7002121631807405, 255
7.2836506776361,-6.3294211880878155, 255
-8.049461543614127,1.3415867821771261, 255
-4.0684662726354,-3.072664081448675, 255
1.018271275605791,-6.31845197398571, 255
5.33728081675177,5.117955987415607, 255
7.354061069657195,-6.054732475215987, 255
-8.99060010052493,-6.881459241669317, 255
9.453335154488343,-4.0116643601495205, 255
-6.817116689396916,-4.704828900075711, 255
-4.115654687180568,-6.276802872414439, 255
4.162950351067057,-4.250369262638589, 255
-7.751871121989766,-3.489048711206106, 255
-9.14584158626608,-9.240465098030386, 255
-4.115841957808806,6.7177472743275715, 255
-7.435218674924031,-3.2491400804105446, 255
7.029317377472598,-5.5122425882970205, 255
5.239588557257358,-6.105404700670444, 255
-3.0307886023392383,-6.918895651552253, 255
-7.982887649292747,-9.767932909979816, 255
0.6030087630967778,-0.3405069356905486, 0
6.794447087054376,-1.403417322128469, 255
3.474160401309902,2.1400842041423687, 255
-6.3533348208762614,5.500232631002024, 255
-9.863395005577612,-0.2366172038948573, 255
8.13473006043079,0.8484652913337491, 255
-4.344419698976944,4.0761070599302265, 255
6.880586689342099,-4.343068595289692, 255
-7.8867434314471385,-4.324334937962924, 255
0.18032265580412776,-8.552665729455109, 255
-6.9101951013858205,2.3348992721908104, 255
5.34072844490537,3.3567263296090655, 255
3.467121804095111,-4.769873471768779, 255
0.21561159795212959,-3.444838411369801, 255
1.3528894294664262,4.587701894081357, 255
-6.4111747835192245,2.996082364602099, 255
1.991457060648898,1.7282754169650687, 255
-0.6097978544260982,6.705327762257884, 255
-8.569910815113994,0.1620957770179423, 255
-3.3730447298652084,7.3258167823469975, 255
-6.572448940231805,-4.926323011021509, 255
-2.9325163092900386,3.4476264840658075, 255
-2.5487854374409302,6.452650836324366, 255
4.929431423638473,-2.77037556292216, 255
-8.995888910022797,-2.3576278368817682, 255
5.130600982994025,-7.647215991735441, 255
-7.0552753063770846,7.965553023520602, 255
4.843222636645372,-4.588446428857534, 255
5.848410465697603,-6.795298572630919, 255
9.979342994444657,-5.885535809347524, 255
-8.671834397950043,-3.963320764704794, 255
-7.227683442320321,-2.9458079284713, 255
3.19924871470163,4.760162074818888, 255
5.5555147306265535,-8.469215709132412, 255
-4.06205371670681,0.6476391093850431, 255
0.2696809284222734,-9.990934245765445, 255
2.9044081133174693,-7.540821141684846, 255
5.00917804832139,0.2974472986234602, 255
-8.00772869478912,6.82872883532572, 255
6.820385427953472,1.1271757660151316, 255
-5.229889066898568,9.267059230297573, 255
9.525563154477943,9.30513539299562, 255
0.885671990680839,-2.446422443664935, 255
-2.0095597758178645,1.9812911400309403, 255
4.755459796992167,6.5180243493721015, 255
2.502573217428859,0.8082124095737484, 255
5.605890093581376,2.2067458556473696, 255
-4.056051574484734,5.685448448820372, 255
6.687633413547452,5.023401576546469, 255
6.368452405771336,-2.5416297308335807, 255
1.331727889058449,-1.622967823414383, 255
6.201117072653801,-0.024309323477551104, 255
-3.860721267639155,-9.46472474939502, 255
-8.97275319010246,-4.3185296802105615, 255
-9.667251798562548,4.73618984213244, 255
-3.4262200113340624,-3.197477925403412, 255
-4.574365389421377,8.118255823532714, 255
-7.479347623659227,-0.46502464935664456, 255
-5.421756600408778,7.000665669811344, 255
-7.18501289145159,-4.823573286171666, 255
-5.71858670294195,-3.0776890087889353, 255
7.506165275705538,-6.450641415981151, 255
5.968922137939893,-3.650186553169852, 255
8.625270459745035,-2.723107679130951, 255
-7.5014257242764355,-4.779014812219997, 255
-9.77854141604209,-2.0175569452008224, 255
-0.05870643058866243,3.2385875941613698, 255
9.096270337258982,-7.136740658956356, 255
5.7006455172892,-8.541444889264378, 255
2.9224018005221524,-8.624777295395612, 255
-1.2972092738665548,-7.597349426215569, 255
2.667778838191456,-7.706408331386707, 255
-9.752051115032272,-8.087428568322162, 255
-2.509992762550672,6.06772306261167, 255
9.25093508653351,-9.510067212129576, 255
7.231173765552036,-2.538066993614912, 255
-7.782918266017658,-0.08613107251787966, 255
1.4956087786673429,6.211822203812378, 255
-8.828840209088607,-7.831708151060113, 255
5.468915141401251,0.7013657429395952, 255
7.652521821287792,-0.5746625956545834, 255
3.7460673040204977,7.3008243306741285, 255
4.225710907365432,7.533602480527215, 255
-3.1046022532181006,-4.468768775841287, 255
-8.328169639453332,6.563217062572132, 255
7.6455347741613835,0.7130764935920944, 255
-8.254046457964028,-7.235690195660924, 255
5.573740997644329,-3.9454390907162296, 255
-6.035564994066993,-8.736768585887546, 255
7.117509115597848,-9.376732948787998, 255
0.6789011365718949,-3.6693513955537522, 255
-0.6689624644814103,9.109079276204223, 255
-8.75009424881899,-7.688525267476334, 255
